{600,1,705004586,2503386,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,2,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,3,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,4,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,5,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,6,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,7,705004586,2506090,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,8,705004586,2490866,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,9,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,10,705004586,2490224,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,11,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,12,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,13,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,14,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,15,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,16,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,17,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,18,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,19,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,20,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,21,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,22,705004586,2495036,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,23,705004586,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,24,5162185530,2495101,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,25,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,26,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,27,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,28,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,29,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,30,5162185530,2506167,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,31,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,32,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,33,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,34,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,35,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,36,5162185530,2500721,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,37,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,38,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,39,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,40,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,41,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,42,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,43,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,44,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,45,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,46,5162185530,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,47,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,48,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,49,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,50,1563946458,2479399,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,51,1563946458,2490757,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,52,1563946458,2422569,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,53,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,54,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,55,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,56,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,57,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,58,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,59,1563946458,2431204,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,60,1563946458,2506171,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,61,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,62,1563946458,2461390,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,63,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,64,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
{600,65,1563946458,2506200,0.0937500,0.03198000,11,1,[{"Ql",">","4"},{"Ql","<","14"},{"wN","==","2"}]}.
